Rule   (Support, Confidence) 
Gene ORT1,ARG11 high,Gene YOL119C high -> Gene YGL117W high  (11%, 100%)
Gene YGL117W high,Gene HIS3,HIS10 high -> Gene YHR029C high  (11%, 89.1892%)
Gene HIS3,HIS10 high,Gene YHR029C high -> Gene YGL117W high  (11%, 94.2857%)
Gene YGL117W high,Gene HIS3,HIS10 high -> Gene BNA1,HAD1 high  (11%, 89.1892%)
Gene HIS3,HIS10 high,Gene BNA1,HAD1 high -> Gene YGL117W high  (11%, 94.2857%)
Gene YGL117W high,Gene HIS3,HIS10 high -> Gene YJR130C high  (11%, 89.1892%)
Gene HIS3,HIS10 high,Gene YJR130C high -> Gene YGL117W high  (11%, 97.0588%)
Gene YGL117W high,Gene HIS3,HIS10 high -> Gene YOL119C high  (11%, 89.1892%)
Gene HIS3,HIS10 high,Gene YOL119C high -> Gene YGL117W high  (11%, 94.2857%)
Gene YGL117W high,Gene AMS1 high -> Gene CTF13,CBF3C high  (11%, 94.2857%)
Gene CTF13,CBF3C high,Gene AMS1 high -> Gene YGL117W high  (11%, 86.8421%)
Gene YGL117W high,Gene ARG3 high -> Gene CTF13,CBF3C high  (11%, 89.1892%)
Gene CTF13,CBF3C high,Gene ARG3 high -> Gene YGL117W high  (11%, 94.2857%)
Gene NIT1 high -> Gene YGL117W high,Gene YPL033C high  (11%, 82.5%)
Gene YGL117W high,Gene NIT1 high -> Gene YPL033C high  (11%, 94.2857%)
Gene NIT1 high,Gene YPL033C high -> Gene YGL117W high  (11%, 89.1892%)
Gene NIT1 high -> Gene YGL117W high,Gene BNA1,HAD1 high  (11%, 82.5%)
Gene YGL117W high,Gene NIT1 high -> Gene BNA1,HAD1 high  (11%, 94.2857%)
Gene NIT1 high,Gene BNA1,HAD1 high -> Gene YGL117W high  (11%, 94.2857%)
Gene NIT1 high -> Gene YGL117W high,Gene ATR1,SNQ1 high  (11%, 82.5%)
Gene YGL117W high,Gene NIT1 high -> Gene ATR1,SNQ1 high  (11%, 94.2857%)
Gene NIT1 high,Gene ATR1,SNQ1 high -> Gene YGL117W high  (11%, 97.0588%)
Gene NIT1 high -> Gene YGL117W high,Gene YJR130C high  (11%, 82.5%)
Gene YGL117W high,Gene NIT1 high -> Gene YJR130C high  (11%, 94.2857%)
Gene NIT1 high,Gene YJR130C high -> Gene YGL117W high  (11%, 100%)
Gene YPL250C high,Gene YJR130C high -> Gene YGL117W high  (11%, 97.0588%)
Gene ARO3 high -> Gene YGL117W high,Gene LYS1 high  (11%, 86.8421%)
Gene YGL117W high,Gene ARO3 high -> Gene LYS1 high  (11%, 100%)
Gene LYS1 high,Gene ARO3 high -> Gene YGL117W high  (11%, 89.1892%)
Gene MET16 high -> Gene YGL117W high,Gene YBR047W high  (11%, 84.6154%)
Gene YGL117W high,Gene MET16 high -> Gene YBR047W high  (11%, 89.1892%)
Gene YBR047W high,Gene MET16 high -> Gene YGL117W high  (11%, 100%)
Gene YIL056W high -> Gene YGL117W high,Gene SNZ1 high  (11%, 82.5%)
Gene YGL117W high,Gene YIL056W high -> Gene SNZ1 high  (11%, 100%)
Gene YIL056W high,Gene SNZ1 high -> Gene YGL117W high  (11%, 86.8421%)
Gene ATR1,SNQ1 high,Gene BOP2 high -> Gene YGL117W high  (11%, 91.6667%)
Gene YGL117W high,Gene YLR327C high -> Gene SNZ1 high  (11%, 97.0588%)
Gene SNZ1 high,Gene YLR327C high -> Gene YGL117W high  (11%, 82.5%)
Gene TRP5 high -> Gene YGL117W high,Gene SNZ1 high  (11%, 86.8421%)
Gene YGL117W high,Gene TRP5 high -> Gene SNZ1 high  (11%, 100%)
Gene SNZ1 high,Gene TRP5 high -> Gene YGL117W high  (11%, 91.6667%)
Gene SIP4 high -> Gene YGL117W high,Gene SNZ1 high  (11%, 89.1892%)
Gene YGL117W high,Gene SIP4 high -> Gene SNZ1 high  (11%, 100%)
Gene SNZ1 high,Gene SIP4 high -> Gene YGL117W high  (11%, 94.2857%)
Gene ARO3 high -> Gene YGL117W high,Gene SNZ1 high  (11%, 86.8421%)
Gene YGL117W high,Gene ARO3 high -> Gene SNZ1 high  (11%, 100%)
Gene SNZ1 high,Gene ARO3 high -> Gene YGL117W high  (11%, 94.2857%)
Gene YGL117W high,Gene IDP1 high -> Gene YJR130C high  (11%, 82.5%)
Gene YJR130C high,Gene IDP1 high -> Gene YGL117W high  (11%, 100%)
Gene YGL117W high,Gene IDP1 high -> Gene YOL119C high  (11%, 82.5%)
Gene YOL119C high,Gene IDP1 high -> Gene YGL117W high  (11%, 97.0588%)
Gene YGL117W high,Gene PEX21 high -> Gene YOL119C high  (11%, 84.6154%)
Gene YOL119C high,Gene PEX21 high -> Gene YGL117W high  (11%, 89.1892%)
Gene BOP2 high,Gene HIS4 high -> Gene YGL117W high  (11%, 97.0588%)
Gene ARO3 high -> Gene YGL117W high,Gene ARG1,ARG10 high  (11%, 86.8421%)
Gene YGL117W high,Gene ARO3 high -> Gene ARG1,ARG10 high  (11%, 100%)
Gene ARG1,ARG10 high,Gene ARO3 high -> Gene YGL117W high  (11%, 97.0588%)
Gene YGL117W high,Gene PEX21 high -> Gene ARG1,ARG10 high  (11%, 84.6154%)
Gene ARG1,ARG10 high,Gene PEX21 high -> Gene YGL117W high  (11%, 94.2857%)
Gene APG1,AUT3 high,Gene RIB5 high -> Gene SNZ1 high  (11%, 97.0588%)
Gene APG1,AUT3 high,Gene SNZ1 high -> Gene RIB5 high  (11%, 86.8421%)
Gene APG1,AUT3 high,Gene SNO1 high -> Gene CTF13,CBF3C high  (11%, 97.0588%)
Gene APG1,AUT3 high,Gene CTF13,CBF3C high -> Gene SNO1 high  (11%, 94.2857%)
Gene APG1,AUT3 high,Gene SNO1 high -> Gene YBR047W high  (11%, 97.0588%)
Gene APG1,AUT3 high,Gene YBR047W high -> Gene SNO1 high  (11%, 94.2857%)
Gene APG1,AUT3 high,Gene PCL5 high -> Gene YBR047W high  (11%, 91.6667%)
Gene APG1,AUT3 high,Gene YBR047W high -> Gene PCL5 high  (11%, 94.2857%)
Gene APG1,AUT3 high,Gene SNZ1 high -> Gene YOL118C high  (11%, 86.8421%)
Gene APG1,AUT3 high,Gene YOL118C high -> Gene SNZ1 high  (11%, 100%)
Gene APG1,AUT3 high,Gene SNZ1 high -> Gene ARG1,ARG10 high  (11%, 86.8421%)
Gene APG1,AUT3 high,Gene ARG1,ARG10 high -> Gene SNZ1 high  (11%, 97.0588%)
Gene YML128C high,Gene GPH1 high -> Gene HSP12,GLP1,HOR5 high  (11%, 91.6667%)
Gene GCV1,GSD1 high,Gene SNO1 high -> Gene SNZ1 high  (11%, 94.2857%)
Gene GCV1,GSD1 high,Gene SNZ1 high -> Gene SNO1 high  (11%, 82.5%)
Gene GCV1,GSD1 high,Gene YBR047W high -> Gene SNZ1 high  (11%, 97.0588%)
Gene GCV1,GSD1 high,Gene SNZ1 high -> Gene YBR047W high  (11%, 82.5%)
Gene ARG4 high,Gene YHM1 high -> Gene YER175C high  (11%, 86.8421%)
Gene YHM1 high,Gene YER175C high -> Gene ARG4 high  (11%, 89.1892%)
Gene ARG4 high,Gene YHM1 high -> Gene ADH5 high  (11%, 86.8421%)
Gene ARG4 high,Gene ADH5 high -> Gene YHM1 high  (11%, 86.8421%)
Gene YHM1 high,Gene ADH5 high -> Gene ARG4 high  (11%, 100%)
Gene ARG4 high,Gene YHM1 high -> Gene YOL119C high  (11%, 86.8421%)
Gene ARG4 high,Gene YOL119C high -> Gene YHM1 high  (11%, 80.4878%)
Gene YHM1 high,Gene YOL119C high -> Gene ARG4 high  (11%, 91.6667%)
Gene NIT1 high -> Gene ARG4 high,Gene SRY1 high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene SRY1 high  (11%, 100%)
Gene SRY1 high,Gene NIT1 high -> Gene ARG4 high  (11%, 86.8421%)
Gene ARG4 high,Gene LYS20 high -> Gene HIS5 high  (11%, 91.6667%)
Gene HIS5 high,Gene LYS20 high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene YIL117C high -> Gene HIS5 high  (11%, 97.0588%)
Gene HIS5 high,Gene YIL117C high -> Gene ARG4 high  (11%, 89.1892%)
Gene ORT1,ARG11 high -> Gene ARG4 high,Gene HIS5 high  (11%, 91.6667%)
Gene ARG4 high,Gene ORT1,ARG11 high -> Gene HIS5 high  (11%, 94.2857%)
Gene HIS5 high,Gene ORT1,ARG11 high -> Gene ARG4 high  (11%, 97.0588%)
Gene NIT1 high -> Gene ARG4 high,Gene HIS5 high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene HIS5 high  (11%, 100%)
Gene HIS5 high,Gene NIT1 high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene IDP1 high -> Gene HIS5 high  (11%, 89.1892%)
Gene HIS5 high,Gene IDP1 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene PEX21 high -> Gene HIS5 high  (11%, 100%)
Gene HIS5 high,Gene PEX21 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene ADH5 high -> Gene YER175C high  (11%, 86.8421%)
Gene YER175C high,Gene ADH5 high -> Gene ARG4 high  (11%, 86.8421%)
Gene ARG4 high,Gene ATR1,SNQ1 high -> Gene YER175C high  (11%, 86.8421%)
Gene ARG4 high,Gene IDP1 high -> Gene YER175C high  (11%, 89.1892%)
Gene YER175C high,Gene IDP1 high -> Gene ARG4 high  (11%, 89.1892%)
Gene ARG4 high,Gene LYS20 high -> Gene RIB5 high  (11%, 91.6667%)
Gene RIB5 high,Gene LYS20 high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene YIL117C high -> Gene RIB5 high  (11%, 97.0588%)
Gene RIB5 high,Gene YIL117C high -> Gene ARG4 high  (11%, 86.8421%)
Gene NIT1 high -> Gene ARG4 high,Gene RIB5 high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene RIB5 high  (11%, 100%)
Gene RIB5 high,Gene NIT1 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene IDP1 high -> Gene RIB5 high  (11%, 89.1892%)
Gene RIB5 high,Gene IDP1 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene ADH5 high -> Gene ECM40,ARG7 high  (11%, 86.8421%)
Gene ADH5 high,Gene ECM40,ARG7 high -> Gene ARG4 high  (11%, 100%)
Gene ARG4 high,Gene ADH5 high -> Gene YOL119C high  (11%, 86.8421%)
Gene ARG4 high,Gene YOL119C high -> Gene ADH5 high  (11%, 80.4878%)
Gene ADH5 high,Gene YOL119C high -> Gene ARG4 high  (11%, 97.0588%)
Gene ARG4 high,Gene YIL117C high -> Gene SNO1 high  (11%, 97.0588%)
Gene ARG4 high,Gene HIS3,HIS10 high -> Gene SNO1 high  (11%, 94.2857%)
Gene SNO1 high,Gene HIS3,HIS10 high -> Gene ARG4 high  (11%, 89.1892%)
Gene NIT1 high -> Gene ARG4 high,Gene SNO1 high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene SNO1 high  (11%, 100%)
Gene SNO1 high,Gene NIT1 high -> Gene ARG4 high  (11%, 86.8421%)
Gene ARG4 high,Gene ARG3 high -> Gene SNO1 high  (11%, 97.0588%)
Gene SNO1 high,Gene ARG3 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene HIS3,HIS10 high -> Gene PCL5 high  (11%, 94.2857%)
Gene PCL5 high,Gene HIS3,HIS10 high -> Gene ARG4 high  (11%, 84.6154%)
Gene HOM2 high -> Gene ARG4 high,Gene PCL5 high  (11%, 84.6154%)
Gene ARG4 high,Gene HOM2 high -> Gene PCL5 high  (11%, 100%)
Gene PCL5 high,Gene HOM2 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARO3 high -> Gene ARG4 high,Gene PCL5 high  (11%, 86.8421%)
Gene ARG4 high,Gene ARO3 high -> Gene PCL5 high  (11%, 94.2857%)
Gene PCL5 high,Gene ARO3 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene YIL117C high -> Gene CPA2 high  (11%, 97.0588%)
Gene CPA2 high,Gene YIL117C high -> Gene ARG4 high  (11%, 80.4878%)
Gene ARG4 high,Gene HIS3,HIS10 high -> Gene CPA2 high  (11%, 94.2857%)
Gene CPA2 high,Gene HIS3,HIS10 high -> Gene ARG4 high  (11%, 91.6667%)
Gene HOM2 high -> Gene ARG4 high,Gene CPA2 high  (11%, 84.6154%)
Gene ARG4 high,Gene HOM2 high -> Gene CPA2 high  (11%, 100%)
Gene CPA2 high,Gene HOM2 high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene PEX21 high -> Gene CPA2 high  (11%, 100%)
Gene CPA2 high,Gene PEX21 high -> Gene ARG4 high  (11%, 84.6154%)
Gene ARG4 high,Gene LYS20 high -> Gene BNA1,HAD1 high  (11%, 91.6667%)
Gene LYS20 high,Gene BNA1,HAD1 high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene LYS20 high -> Gene YOL118C high  (11%, 91.6667%)
Gene LYS20 high,Gene YOL118C high -> Gene ARG4 high  (11%, 89.1892%)
Gene ORT1,ARG11 high -> Gene ARG4 high,Gene ARG5,6 high  (11%, 91.6667%)
Gene ARG4 high,Gene ORT1,ARG11 high -> Gene ARG5,6 high  (11%, 94.2857%)
Gene ARG5,6 high,Gene ORT1,ARG11 high -> Gene ARG4 high  (11%, 100%)
Gene ARG4 high,Gene YMR097C high -> Gene ECM40,ARG7 high  (11%, 82.5%)
Gene ECM40,ARG7 high,Gene YMR097C high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene HIS3,HIS10 high -> Gene ECM40,ARG7 high  (11%, 94.2857%)
Gene ECM40,ARG7 high,Gene HIS3,HIS10 high -> Gene ARG4 high  (11%, 89.1892%)
Gene ARG4 high,Gene YPL033C high -> Gene ECM40,ARG7 high  (11%, 89.1892%)
Gene ECM40,ARG7 high,Gene YPL033C high -> Gene ARG4 high  (11%, 80.4878%)
Gene ARG4 high,Gene HIS4 high -> Gene ECM40,ARG7 high  (11%, 82.5%)
Gene ECM40,ARG7 high,Gene HIS4 high -> Gene ARG4 high  (11%, 89.1892%)
Gene ARG4 high,Gene YIL117C high -> Gene LYS1 high  (11%, 97.0588%)
Gene YIL117C high,Gene LYS1 high -> Gene ARG4 high  (11%, 86.8421%)
Gene ARG4 high,Gene YIL117C high -> Gene SNZ1 high  (11%, 97.0588%)
Gene ARG4 high,Gene YIL117C high -> Gene YOL118C high  (11%, 97.0588%)
Gene YIL117C high,Gene YOL118C high -> Gene ARG4 high  (11%, 80.4878%)
Gene ARG4 high,Gene YMR097C high -> Gene YOL119C high  (11%, 82.5%)
Gene ARG4 high,Gene YOL119C high -> Gene YMR097C high  (11%, 80.4878%)
Gene YMR097C high,Gene YOL119C high -> Gene ARG4 high  (11%, 89.1892%)
Gene ARG4 high,Gene YMR097C high -> Gene IDP1 high  (11%, 82.5%)
Gene ARG4 high,Gene IDP1 high -> Gene YMR097C high  (11%, 89.1892%)
Gene YMR097C high,Gene IDP1 high -> Gene ARG4 high  (11%, 91.6667%)
Gene ORT1,ARG11 high -> Gene ARG4 high,Gene YJR130C high  (11%, 91.6667%)
Gene ARG4 high,Gene ORT1,ARG11 high -> Gene YJR130C high  (11%, 94.2857%)
Gene ARG4 high,Gene YJR130C high -> Gene ORT1,ARG11 high  (11%, 82.5%)
Gene ORT1,ARG11 high,Gene YJR130C high -> Gene ARG4 high  (11%, 97.0588%)
Gene ARG4 high,Gene HIS3,HIS10 high -> Gene CTF13,CBF3C high  (11%, 94.2857%)
Gene HIS3,HIS10 high,Gene CTF13,CBF3C high -> Gene ARG4 high  (11%, 86.8421%)
Gene ARG4 high,Gene HIS3,HIS10 high -> Gene SNZ1 high  (11%, 94.2857%)
Gene HIS3,HIS10 high,Gene SNZ1 high -> Gene ARG4 high  (11%, 84.6154%)
Gene ARG4 high,Gene HIS3,HIS10 high -> Gene YJR130C high  (11%, 94.2857%)
Gene ARG4 high,Gene YJR130C high -> Gene HIS3,HIS10 high  (11%, 82.5%)
Gene HIS3,HIS10 high,Gene YJR130C high -> Gene ARG4 high  (11%, 97.0588%)
Gene NIT1 high -> Gene ARG4 high,Gene CTF13,CBF3C high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene CTF13,CBF3C high  (11%, 100%)
Gene CTF13,CBF3C high,Gene NIT1 high -> Gene ARG4 high  (11%, 84.6154%)
Gene ARO3 high -> Gene ARG4 high,Gene CTF13,CBF3C high  (11%, 86.8421%)
Gene ARG4 high,Gene ARO3 high -> Gene CTF13,CBF3C high  (11%, 94.2857%)
Gene CTF13,CBF3C high,Gene ARO3 high -> Gene ARG4 high  (11%, 97.0588%)
Gene NIT1 high -> Gene ARG4 high,Gene LYS1 high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene LYS1 high  (11%, 100%)
Gene NIT1 high,Gene LYS1 high -> Gene ARG4 high  (11%, 86.8421%)
Gene NIT1 high -> Gene ARG4 high,Gene YBR047W high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene YBR047W high  (11%, 100%)
Gene NIT1 high,Gene YBR047W high -> Gene ARG4 high  (11%, 89.1892%)
Gene NIT1 high -> Gene ARG4 high,Gene YHR029C high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene YHR029C high  (11%, 100%)
Gene NIT1 high,Gene YHR029C high -> Gene ARG4 high  (11%, 86.8421%)
Gene NIT1 high -> Gene ARG4 high,Gene SNZ1 high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene SNZ1 high  (11%, 100%)
Gene NIT1 high,Gene SNZ1 high -> Gene ARG4 high  (11%, 82.5%)
Gene NIT1 high -> Gene ARG4 high,Gene YOL118C high  (11%, 82.5%)
Gene ARG4 high,Gene NIT1 high -> Gene YOL118C high  (11%, 100%)
Gene NIT1 high,Gene YOL118C high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene YPL033C high -> Gene ATR1,SNQ1 high  (11%, 89.1892%)
Gene ARG4 high,Gene ATR1,SNQ1 high -> Gene YPL033C high  (11%, 86.8421%)
Gene YPL033C high,Gene ATR1,SNQ1 high -> Gene ARG4 high  (11%, 80.4878%)
Gene ARG4 high,Gene YPL250C high -> Gene YBR047W high  (11%, 86.8421%)
Gene ARG4 high,Gene YPL250C high -> Gene YOL118C high  (11%, 86.8421%)
Gene YPL250C high,Gene YOL118C high -> Gene ARG4 high  (11%, 86.8421%)
Gene HOM2 high -> Gene ARG4 high,Gene LYS1 high  (11%, 84.6154%)
Gene ARG4 high,Gene HOM2 high -> Gene LYS1 high  (11%, 100%)
Gene LYS1 high,Gene HOM2 high -> Gene ARG4 high  (11%, 97.0588%)
Gene ARG4 high,Gene PEX21 high -> Gene LYS1 high  (11%, 100%)
Gene LYS1 high,Gene PEX21 high -> Gene ARG4 high  (11%, 82.5%)
Gene ARG4 high,Gene IDP1 high -> Gene BNA1,HAD1 high  (11%, 89.1892%)
Gene BNA1,HAD1 high,Gene IDP1 high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene ARG3 high -> Gene SNZ1 high  (11%, 97.0588%)
Gene ARG3 high,Gene SNZ1 high -> Gene ARG4 high  (11%, 86.8421%)
Gene ARG4 high,Gene ARG3 high -> Gene ARG1,ARG10 high  (11%, 97.0588%)
Gene ARG4 high,Gene YOL119C high -> Gene BOP2 high  (11%, 80.4878%)
Gene ARG4 high,Gene BOP2 high -> Gene YOL119C high  (11%, 89.1892%)
Gene YOL119C high,Gene BOP2 high -> Gene ARG4 high  (11%, 89.1892%)
Gene ARG4 high,Gene YOL119C high -> Gene HIS4 high  (11%, 80.4878%)
Gene ARG4 high,Gene HIS4 high -> Gene YOL119C high  (11%, 82.5%)
Gene YOL119C high,Gene HIS4 high -> Gene ARG4 high  (11%, 94.2857%)
Gene ARG4 high,Gene IDP1 high -> Gene YOL118C high  (11%, 89.1892%)
Gene IDP1 high,Gene YOL118C high -> Gene ARG4 high  (11%, 91.6667%)
Gene ARG4 high,Gene PEX21 high -> Gene YOL118C high  (11%, 100%)
Gene YOL118C high,Gene PEX21 high -> Gene ARG4 high  (11%, 82.5%)
Gene YHM1 high,Gene SRY1 high -> Gene YMR097C high  (11%, 84.6154%)
Gene YHM1 high,Gene YMR097C high -> Gene SRY1 high  (11%, 97.0588%)
Gene YHM1 high,Gene SRY1 high -> Gene ATR1,SNQ1 high  (11%, 84.6154%)
Gene YHM1 high,Gene ATR1,SNQ1 high -> Gene SRY1 high  (11%, 97.0588%)
Gene YHM1 high,Gene HIS5 high -> Gene ADH5 high  (11%, 82.5%)
Gene YHM1 high,Gene ADH5 high -> Gene HIS5 high  (11%, 100%)
Gene HIS5 high,Gene ADH5 high -> Gene YHM1 high  (11%, 91.6667%)
Gene YHM1 high,Gene HIS5 high -> Gene YBR147W high  (11%, 82.5%)
Gene YHM1 high,Gene YBR147W high -> Gene HIS5 high  (11%, 94.2857%)
Gene HIS5 high,Gene YBR147W high -> Gene YHM1 high  (11%, 82.5%)
Gene YHM1 high,Gene YER175C high -> Gene RIB5 high  (11%, 89.1892%)
Gene YHM1 high,Gene RIB5 high -> Gene YER175C high  (11%, 86.8421%)
Gene YHM1 high,Gene YER175C high -> Gene ARG5,6 high  (11%, 89.1892%)
Gene YHM1 high,Gene ARG5,6 high -> Gene YER175C high  (11%, 89.1892%)
Gene YHM1 high,Gene YER175C high -> Gene ECM40,ARG7 high  (11%, 89.1892%)
Gene YHM1 high,Gene ECM40,ARG7 high -> Gene YER175C high  (11%, 86.8421%)
Gene YHM1 high,Gene YER175C high -> Gene YBR047W high  (11%, 89.1892%)
Gene YHM1 high,Gene YBR047W high -> Gene YER175C high  (11%, 86.8421%)
Gene YHM1 high,Gene YER175C high -> Gene BNA1,HAD1 high  (11%, 89.1892%)
Gene YHM1 high,Gene BNA1,HAD1 high -> Gene YER175C high  (11%, 86.8421%)
Gene YHM1 high,Gene YER175C high -> Gene ARG1,ARG10 high  (11%, 89.1892%)
Gene YHM1 high,Gene ARG1,ARG10 high -> Gene YER175C high  (11%, 86.8421%)
Gene YHM1 high,Gene RIB5 high -> Gene ADH5 high  (11%, 86.8421%)
Gene YHM1 high,Gene ADH5 high -> Gene RIB5 high  (11%, 100%)
Gene RIB5 high,Gene ADH5 high -> Gene YHM1 high  (11%, 84.6154%)
Gene YHM1 high,Gene RIB5 high -> Gene YBR147W high  (11%, 86.8421%)
Gene YHM1 high,Gene YBR147W high -> Gene RIB5 high  (11%, 94.2857%)
Gene RIB5 high,Gene YBR147W high -> Gene YHM1 high  (11%, 84.6154%)
Gene YHM1 high,Gene RIB5 high -> Gene YPL033C high  (11%, 86.8421%)
Gene YHM1 high,Gene YPL033C high -> Gene RIB5 high  (11%, 94.2857%)
Gene RIB5 high,Gene YPL033C high -> Gene YHM1 high  (11%, 84.6154%)
Gene YHM1 high,Gene ADH5 high -> Gene SNO1 high  (11%, 100%)
Gene ADH5 high,Gene SNO1 high -> Gene YHM1 high  (11%, 80.4878%)
Gene YHM1 high,Gene ADH5 high -> Gene CTF13,CBF3C high  (11%, 100%)
Gene YHM1 high,Gene CTF13,CBF3C high -> Gene ADH5 high  (11%, 82.5%)
Gene ADH5 high,Gene CTF13,CBF3C high -> Gene YHM1 high  (11%, 82.5%)
Gene YHM1 high,Gene ADH5 high -> Gene LYS1 high  (11%, 100%)
Gene ADH5 high,Gene LYS1 high -> Gene YHM1 high  (11%, 89.1892%)
Gene YHM1 high,Gene ADH5 high -> Gene YBR047W high  (11%, 100%)
Gene YHM1 high,Gene YBR047W high -> Gene ADH5 high  (11%, 86.8421%)
Gene ADH5 high,Gene YBR047W high -> Gene YHM1 high  (11%, 82.5%)
Gene YHM1 high,Gene ADH5 high -> Gene YHR029C high  (11%, 100%)
Gene YHM1 high,Gene YHR029C high -> Gene ADH5 high  (11%, 80.4878%)
Gene ADH5 high,Gene YHR029C high -> Gene YHM1 high  (11%, 84.6154%)
Gene YHM1 high,Gene ADH5 high -> Gene SNZ1 high  (11%, 100%)
Gene YHM1 high,Gene ADH5 high -> Gene YJR130C high  (11%, 100%)
Gene YHM1 high,Gene YJR130C high -> Gene ADH5 high  (11%, 91.6667%)
Gene ADH5 high,Gene YJR130C high -> Gene YHM1 high  (11%, 89.1892%)
Gene YHM1 high,Gene ADH5 high -> Gene YOL118C high  (11%, 100%)
Gene YHM1 high,Gene YOL118C high -> Gene ADH5 high  (11%, 80.4878%)
Gene ADH5 high,Gene YOL118C high -> Gene YHM1 high  (11%, 89.1892%)
Gene YHM1 high,Gene LYS20 high -> Gene SNO1 high  (11%, 100%)
Gene SNO1 high,Gene LYS20 high -> Gene YHM1 high  (11%, 80.4878%)
Gene YHM1 high,Gene HIS3,HIS10 high -> Gene SNO1 high  (11%, 100%)
Gene SNO1 high,Gene HIS3,HIS10 high -> Gene YHM1 high  (11%, 89.1892%)
Gene NIT1 high -> Gene YHM1 high,Gene SNO1 high  (11%, 82.5%)
Gene YHM1 high,Gene NIT1 high -> Gene SNO1 high  (11%, 100%)
Gene SNO1 high,Gene NIT1 high -> Gene YHM1 high  (11%, 86.8421%)
Gene YHM1 high,Gene PCL5 high -> Gene YMR097C high  (11%, 84.6154%)
Gene YHM1 high,Gene YMR097C high -> Gene PCL5 high  (11%, 97.0588%)
Gene YHM1 high,Gene PCL5 high -> Gene YPL033C high  (11%, 84.6154%)
Gene YHM1 high,Gene YPL033C high -> Gene PCL5 high  (11%, 94.2857%)
Gene YHM1 high,Gene PCL5 high -> Gene YOL119C high  (11%, 84.6154%)
Gene YHM1 high,Gene YOL119C high -> Gene PCL5 high  (11%, 91.6667%)
Gene YHM1 high,Gene CPA2 high -> Gene YBR147W high  (11%, 82.5%)
Gene YHM1 high,Gene YBR147W high -> Gene CPA2 high  (11%, 94.2857%)
Gene YHM1 high,Gene CPA2 high -> Gene YMR097C high  (11%, 82.5%)
Gene YHM1 high,Gene YMR097C high -> Gene CPA2 high  (11%, 97.0588%)
Gene YHM1 high,Gene CPA2 high -> Gene ATR1,SNQ1 high  (11%, 82.5%)
Gene YHM1 high,Gene ATR1,SNQ1 high -> Gene CPA2 high  (11%, 97.0588%)
Gene YHM1 high,Gene LYS20 high -> Gene LYS1 high  (11%, 100%)
Gene LYS20 high,Gene LYS1 high -> Gene YHM1 high  (11%, 84.6154%)
Gene YHM1 high,Gene LYS20 high -> Gene YHR029C high  (11%, 100%)
Gene YHM1 high,Gene YHR029C high -> Gene LYS20 high  (11%, 80.4878%)
Gene LYS20 high,Gene YHR029C high -> Gene YHM1 high  (11%, 84.6154%)
Gene YHM1 high,Gene LYS20 high -> Gene SNZ1 high  (11%, 100%)
Gene LYS20 high,Gene SNZ1 high -> Gene YHM1 high  (11%, 80.4878%)
Gene YHM1 high,Gene ARG5,6 high -> Gene YPL033C high  (11%, 89.1892%)
Gene YHM1 high,Gene YPL033C high -> Gene ARG5,6 high  (11%, 94.2857%)
Gene ARG5,6 high,Gene YPL033C high -> Gene YHM1 high  (11%, 82.5%)
Gene YHM1 high,Gene ARG5,6 high -> Gene YOL119C high  (11%, 89.1892%)
Gene YHM1 high,Gene YOL119C high -> Gene ARG5,6 high  (11%, 91.6667%)
Gene ARG5,6 high,Gene YOL119C high -> Gene YHM1 high  (11%, 80.4878%)
Gene YHM1 high,Gene YBR147W high -> Gene YBR047W high  (11%, 94.2857%)
Gene YHM1 high,Gene YBR047W high -> Gene YBR147W high  (11%, 86.8421%)
Gene YHM1 high,Gene YBR147W high -> Gene BNA1,HAD1 high  (11%, 94.2857%)
